link,price,actual_price,ratings,color,Brand,Model,Processor,RAM,Storage
https://www.daraz.com.np/products/asus-tuf-a15-ryzen-5-7535-hs-8-gb-ram-512-gb-ssd156-fhd-ips-rtx-2050-gfxbacklit-keyboard-win-11-i136757622.html,99990.0,119990.0,0.0,Black,Asus,TUF A15 Ryzen 5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-core-i5-13500h-13th-gen-16-gb-ram-512gb-ssd14-oled-28kbacklit-keyboard-win-11-i134738904.html,109990.0,123990.0,0.0,Pure Silver,Acer,Swift GO 14 Core ,i5-13500H,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-extensa-15-ex215-i5-1135g7-8gb-512gb-ssd-156-fhd-i116329269.html,61047.0,70000.0,1.0,Black,Acer,Extensa 15 215,i5 11th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-intel-evo-i7-13th-gen-1355u-16gb-ddr5-ram-512gb-nvme-ssd-intel-integrated-graphics-14-1920-x-1200-touch-display-backlit-keyboard-fingerprint-windows-11-silver-i130050845.html,115999.0,130000.0,0.0,Silver,Acer,Swift Go 14 Intel EVO ,i7 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-5-i5-13th-generation-2023-8gb-ddr5-ram-512gb-nvme-ssd-intel-iris-xe-graphics-14-fhd-display-steel-grey-i128841866.html,73999.0,85000.0,0.0,Black,Acer,Aspire 5 ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/asus-zenbook-17-fold-ux9702-i7-1250u-16-gb-1tb-ssd-intel-iris-xe-graphics-173-unfolded-oled-and-125-folded-display-i120755534.html,555555.0,555555.0,0.0,Black,Asus,zenbook 17,i7,Unknown,Unknown
https://www.daraz.com.np/products/dell-latitude-7490-core-i5-7th-gen-8-gb-ram-256-gb-ssd-windows-10-i127910088.html,65000.0,65000.0,0.0,Black,Dell,Latitude 7490,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-1-laptop-14-fhd-display-intel-celeron-n4020-upto-28ghz-4gb-ram-128gb-nvme-ssd-hdmi-card-reader-wi-fi-bluetooth-windows-11-home-s-i125244909.html,35000.0,35000.0,0.0,Silver,Lenovo, Wi,Unknown,4GB RAM,Unknown
https://www.daraz.com.np/products/asus-vivobook-e410ma-celeron-4gb-ram-256gb-ssd-14-hd-windows-genuine-i123263603.html,49000.0,49000.0,0.0,Rose Pink,Asus,VivoBook E410MA,Unknown,4GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i7-13th-gen-13620h-cpu-16gb-ram-512ssd-156-screen-laptop-i134786148.html,89990.0,110000.0,0.0,15.6-inch,Lenovo,ideapad Slim 3 ,i7 13th Gen,16GB RAM,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i3-1215u-6-cores-8gb-ram512gb-ssd156-display-i128111415.html,50998.0,55000.0,0.0,Black,Dell,Vostro 3520 I3,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-i7-12th-gen-16gb-ram-512gb-ssd-intel-uhd-156-fhd-120hz-display-laptop-i135971799.html,94000.0,94000.0,0.0,Black,Dell,Vostro 3520 ,i7 12th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-go-e1404ga-intel-i3-13th-gen-n305-14-fhd-display-8gb-ram-256gb-ssd-fingerprint-bagpack-i130007120.html,57999.0,57999.0,0.0,Black,ASUS,Vivobook Go E1404GA,i3 13th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-inspiron-14-7430-2-1-intel-core-i5-13th-gen-8gb-ram-512gb-ssd-14-360-touchscreen-fhd-display-i128285881.html,99999.0,99999.0,0.0,Silver,Dell,Inspiron 14 7430 2,i5 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-x513e-11th-gen-core-i3-1115g4-processor-4gb-ram-256gb-ssd-156a-full-hd-1920x1080-60hz-display-windows-11-genuine-fingerprintabbsy-blue-i117893716.html,46900.0,53000.0,0.0,Blue,Asus,VivoBook X513E 11th Gen Core ,i3-1115G4,4GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-16gb-ram-512gb-ssd-156-120hz-fhd-display-laptop-i135830908.html,54999.0,54999.0,0.0,Black,Dell,Vostro 3520 ,i3 12th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-14-3430-13th-gen-i3-1305u-8gb-512-ssd-1yrs-warranty-i129113605.html,68500.0,70000.0,0.0,Silver,DELL, 13th gen I3,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-v-15-intel-core-i5-13420h-16gb-ddr5-512gb-nvme-ssd-rtx-2050-4gb-backlit-keyboard-windows-11-home-obsidian-black-i145443138.html,99999.0,99999.0,0.0,Black,Acer, Intel Core ,i5-13420H,Unknown,Unknown
https://www.daraz.com.np/products/hp-victus-amd-ryzen-5-7535hs-16gb-ram-512gb-ssd-rtx-2050-4gb-156-fhd-144hz-display-i135764577.html,97999.0,97999.0,0.0,Black,HP,Victus ,AMD Ryzen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-laptop-v15-g4-core-i513th-gen-13420h-8gb-ram-512ssd-gb-156-fhd-display-win-11-i136724027.html,72999.0,93000.0,0.0,Light Black,Lenovo,Laptop V15 G4 CORE ,i5,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-touch-screen-laptop-i5-10th-gen-8256gb-ssd-360-touch-14inch-display-i150025720.html,58000.0,58000.0,0.0,Black,Dell,Touch Screen Laptop ,i5 10th Gen,Unknown,Unknown
https://www.daraz.com.np/products/asus-rog-flow-x13-gv301qe-gaming-laptop-amd-ryzen-9-5900hs-8-core-16gb-ram-1tb-ssd-rtx-3050-ti-134-wide-uxga-1920x1200-i111821230.html,238888.0,238888.0,0.0,Black,Asus,rog flow x13 gv301qe gaming laptop ,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-3-amd-ryzen-5-7520u-8gb-ram-512gb-ssd-156-fhd-integrated-amd-graphics-silver-dos-i128951538.html,60900.0,65900.0,0.0,Grey,Acer,aspire 3 ,AMD Ryzen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-i5-11th-gen-8gb-ram-512gb-ssd-156fhd-i128105489.html,65996.0,73000.0,0.0,Silver,Acer,Aspire 3 I5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-14-r7-5700u-8gb-ram-512gb-ssd-i138141884.html,67499.0,67499.0,0.0,Silver,Acer,Aspire 3 14 R7,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-pavilion-x360-13-2022-i5-12th-gen-8gb-ram-512gb-ssd-14-fhd-touchscreen-display-i137925243.html,89000.0,89000.0,0.0,Grey,HP,Pavilion X360 13 2022 ,i5 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-1-15lgl7-11thgen-intel-celeron-n4020-8gb-ddr4-ram-256gb-ssd-156-hd-display-i146975115.html,38000.0,38000.0,0.0,Multicolor,Lenovo,Ideapad 1,Unknown,Unknown,256GB SSD
https://www.daraz.com.np/products/newly-lunched-lenovo-yoga-6-13alc6-touch-screen-360-degree-rotate-5500u-21g-8gb-ram-256gb-ssd-133-hd-i119236008.html,109990.0,120000.0,0.0,Dark blue,Newly,lunched,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-v15-intel-celeron-processor-4-gb-ram-128-gb-ssd-156-inch-black-i125363116.html,35000.0,42000.0,0.0,Black,Lenovo,V15 Intel,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-lattitude-344012th-gen-i5-processor8gb-ram512gb-ssdbacklit3yrs-warranty-i147745582.html,74999.0,88000.0,0.0,Black,Dell,12th Gen ,i5,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivo-book-x1402z-core-i5-12th-gen8gb-ram512-gb-ssd14-fhd-displaymagic-numpad-win-11-i128898725.html,73990.0,92000.0,0.0,Silver,ASUS,Vivo Book X1402Z Core ,i5 12th Gen,8GB RAM,Unknown
https://www.daraz.com.np/products/asus-vivobook-15-x1502za-i5-12th-gen-8gb-512gb-ssd-156-display-windows-11-backlit-keyboard-fingerprint-nagmani-international-i120745034.html,88888.0,88888.0,0.0,Silver,Asus, ,i5,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-l3-15itl6-celeron-10th-gen-4gb-ram-256gb-ssd-156-fhd-display-i123290256.html,48000.0,48000.0,0.0,Grey,Lenovo,IdeaPad L3,Unknown,4GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-go-14-amd-ryzen-5-7520u-8-gb-ddr5-ram-512gb-ssd14-wuxga-win-11-i134994004.html,68990.0,78990.0,0.0,Pure Silver,Acer,Aspire GO 14 ,AMD Ryzen,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-15-ryzen-5-7520u-2023-8gb-ddr5-ram-512gb-pcle-nvme-ssd-amd-radeon-graphics-156-fhd-display-silver-i128839902.html,61999.0,75000.0,0.0,White,Acer,Aspire 3 15 Ryzen 5 7520U 2023,AMD Radeon,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-core-i5-12th-gen-8gb-ram512gbssd156fhd-i128845978.html,63999.0,63999.0,0.0,Black,Dell,Vostro 3520 Core ,i5 12th Gen,8GB RAM,512GBSSD
https://www.daraz.com.np/products/asus-vivobook-i5-1335u-8gb-ram-512gb-ssd-i138234660.html,87999.0,87999.0,0.0,Blue,Asus,Vivobook I5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-victus-15-ryzen-5-7535hs-8gb-ddr5-ram-512-gb-nvme-ssd156-144hrz-display-4gb-rtx-2050-ddr6-graphicsbacklit-keyboard-win-11-i128569850.html,92990.0,114990.0,0.0,Black,HP,Victus 15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/hp-envy-x360-14-i5-13th-gen-8gb-ram-512gb-ssd-14-fhd-360-touch-screen-display-i128203500.html,105000.0,105000.0,0.0,Silver,HP,Envy x360 14 ,i5 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-expertbook-i5-1235u-8gb-ddr4-512gb-ssd-i138218576.html,74249.0,74249.0,0.0,Blue,Asus,Expertbook I5,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-5-i5-12th-gen-1235u-8gb-ram-512gb-ssd-nvidia-rtx-2050-4gb-156-fhd-ips-display-i136036083.html,84999.0,84999.0,0.0,512GB SSD,Acer,Aspire 5 ,i5 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-latitude-5490-i5-8th-gen-8gb-256-m2-ssd-14-business-notebook-i129209973.html,72000.0,72000.0,0.0,Black,Dell,Latitude 5490 ,i5-8th,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i3-12th-gen-8gb-ram-512gb-ssd-156-fhd-120hz-display-laptop-i135893026.html,50500.0,50500.0,0.0,Black,Dell,Vostro 3520 ,i3 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-i5-13th-gen-8gb-ram-512gb-ssd-156-fhd-backlight-keyboard-i128495233.html,69990.0,78000.0,0.0,Grey,Lenovo,IdeaPad Slim 3 ,i5 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-ryzen-5-5500u-8gb-ram-256gb-ssd-2gb-graphics-full-hd-ips-display-156-i114051273.html,65000.0,65000.0,0.0,silver,Hp,Ryzen 5,Unknown,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-latitude-5410-i5-10th-gen-8gb-ram-256gb-nvme-ssd-14-fhd-display-grey-color-i145314412.html,59900.0,63000.0,0.0,Grey,Dell,Latitude 5410 ,i5 10th Gen,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-inspiron-7405-2in1-touch-screen-360-ryzen-5-4500u-8gb-ram256gb-ssd14-inch-fhdwin10-home-laptop-i110322231.html,93499.0,93499.0,0.0,Chocolate,Dell,Inspiron 7405,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/asus-vivobook-14x-m1405ya-amd-ryzen-7-7730u-24gb-ram-512gb-ssd-14-wuxga-display-fingerprint-win-11-bagpack-mouse-2-years-intl-warranty-nagmani-international-i128617691.html,99990.0,99990.0,0.0,Grey,ASUS,Vivobook 14X ,M1405,24GB RAM,512GB SSD
https://www.daraz.com.np/products/lenovo-v14-g4-intel-core-i5-13th-gen-13420h-16gb-ddr4-ram-512gb-nvme-ssd-intel-iris-xe-integrated-graphics-14-fhd-display-black-i146161067.html,79999.0,88000.0,0.0,Black,Lenovo,V14 G4 Intel Core ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-v-15-2023-i7-13620h-rtx-4060-8gb-16gb-ram-512gb-ssd-156-fhd-144hz-display-2-year-warranty-i146234679.html,147999.0,150000.0,0.0,Black,Acer,Nitro V 15 2023 ,i7,16GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-x1504z-i7-1255u-16gb-ram-1tb-ssd-i138262766.html,93499.0,93499.0,0.0,Blue,Asus,Vivobook X1504Z I7,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/msi-modern-14-c12mo-laptop-12th-gen-intel-core-i5-16gb-ram-512gb-ssd-14-fhd-ips-wi-fi-6-backlit-keyboard-usb-c-14kg-i129962601.html,80900.0,85000.0,0.0,Black,MSI,Modern 14 C12MO Laptop ,i5,16GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-notebook-250-g9-i5-12th-gen-1235u-16gb-ram-512gb-nvme-ssd-backlit-keyboard-windows-11-156-fhd-laptop-i135854812.html,74999.0,74999.0,0.0,Silver,HP,Notebook 250 G9 ,i5 12th Gen,16GB RAM,Unknown
https://www.daraz.com.np/products/acer-predator-helios-300-i5-10th-gen-rtx-3060-16gb-ram-512gb-ssd-156-fhd-144hz-display-i128952003.html,117690.0,155000.0,0.0,Black,Acer,Predator Helios 300 ,i5 10th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-latitude-3420-core-i5-1135g7-11th-gen8-gb-ram512-gb-nvme14-fhd-win-11-professional-genuine-business-series-i128273616.html,79990.0,99800.0,0.0,Black,Dell,Latitude 3420 Core ,i5,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3500-i5-11th-gen-4gb-1tb-156-fhd-laptop-i105543594.html,84000.0,84000.0,0.0,Black,Dell,Vostro 3500 ,i5 11th Gen,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-go-14-amd-ryzen-5-7520u-processor-16gb-ram-512gb-ssd-14-inch-fhd-display-i134853359.html,69500.0,82000.0,0.0,Silver,Acer,Aspire Go 14 ,AMD Ryzen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-notebook-14-ep0063cl-i3-1315u-8gb-ram-256gb-ssd-windows-11-home-i135706208.html,54999.0,54999.0,0.0,Silver,HP,Notebook 14,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-5-15-13th-gen-intel-core-i5-1335h-processor-8gb-ddr4-ram-512gb-ssd-nvidia-geforce-rtx-2050-4gb-graphics-card-156-inch-fhd-ips-slim-bezel-display-i143942862.html,93999.0,93999.0,0.0,STEEL GRAY,Acer,Aspire 5 15 ,i5-1335H,Unknown,512GB SSD
https://www.daraz.com.np/products/lenovo-ideapad-slim-3-intel-celeron-i149381255.html,45000.0,45000.0,0.0,Grey,Lenovo,IdeaPad ,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-core-i5-1235u-8gb-256gb-156-fhd-ubuntu-i128951880.html,64900.0,66900.0,0.0,Black,Dell, ,i5-1235U,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-v14-g4-amd-ryzen-7-77300u-14-ips-fhd-16-gb-ddr4-ram-512-gb-gen-4-nvme-ssd-45-whr-battery-lan-port-free-dos-1-year-warranty-nagmani-international-i143009300.html,87900.0,87900.0,0.0,Grey,Lenovo,V14 G4,AMD Ryzen,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-flip-14-tm420ia-ryzen-3-4300u-4gb-ram-256gb-ssd-14-fhd-360-touch-display-stylus-support-i123264609.html,81000.0,81000.0,0.0,Black,Asus,VivoBook Flip 14 T,M420,4GB RAM,256GB SSD
https://www.daraz.com.np/products/xlab-x-book-series-xl-156p-laptop-accessories-security-software-i110403940.html,64900.0,79777.0,0.0,Grey,xLab,x,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-3-a315-ryzen-5-7520u-8gb-ram512gb-ssd156-full-hd-screen-i126612060.html,73000.0,73000.0,0.0,Grey,Acer,Aspire 3 A315 Ryzen 5,M512,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-intel-core-ultra-9-185h-16gb-ram-1tb-ssd-16-32k-oled-i138310021.html,203499.0,203499.0,0.0,Silver,ASUS,Vivobook S16 Intel Core Ultra 9,Unknown,16GB RAM,Unknown
https://www.daraz.com.np/products/dell-laptop-3520-i3-12th-generation-8gb-512gb-i129588505.html,53500.0,56500.0,0.0,Black,Dell,Laptop 3520,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-g5-2021-g5511-i5-11th-gen-rtx-3050-16gb-r-i118162968.html,136999.0,136999.0,0.0,Black,Dell,G5 2021 G5511 ,i5 11th Gen,Unknown,Unknown
https://www.daraz.com.np/products/asus-l510-intel-celeron-4gb-128-ssd-156-fhd-i108628206.html,43999.0,43999.0,0.0,Dark blue,ASUS,L510 /,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-latitude-5310-intel-core-i5-10th-gen-i5-10310u-256-gb-ssd-8gb-ram-i129179461.html,85000.0,85000.0,0.0,Silver,Dell,Latitude 5310 Intel Core ,i5 10th Gen,8GB RAM,Unknown
https://www.daraz.com.np/products/acer-nitro-v-15-i5-13420h-13th-gen-8gb-ddr5-512gb-ssd-rtx-3050-6gb-156-fhd-144hz-fpr-backlite-keyboard-i138146670.html,108999.0,108999.0,0.0,Black,Acer,Nitro V 15 ,i5,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-5-i7-12th-gen-8gb-ram-512gb-ssd-156-fhd-i128489193.html,91890.0,115000.0,0.0,Silver,Acer,Aspire 5 ,i7 12th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-15-r5-7520u-8gb-ddr5-512gb-ssd-i137990236.html,60999.0,60999.0,0.0,Silver,Acer,Aspire 3 15 R5,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-aspire-3-spin-intel-n305-processor-laptop-windows-11-home-8-gm-256-gb-ssdmicrosoft-office-a3sp14-31pt-3556-cm-14-wuxga-ips-multi-touch-display-with-stylus-support-ntsc-45-color-gamut-154-kg-pure-silver-i132846129.html,64999.0,64999.0,0.0,Silver,Acer,Aspire 3 Spin Intel N305 Processor Laptop ,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-1-14amn7-ryzen-5-7520u-8gb-ram-256gb-ssd-14-fhd-display-i133125058.html,58999.0,64999.0,0.0,Silver,Lenovo, Ryzen 5,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-ip3-ryzen-7-5700u8gb-ram256gb-ssd14-fhd-i122102395.html,73990.0,102990.0,0.0,Artic Gray,Lenovo,IP3 Ryzen,Unknown,8GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-5-core-i5-13th-gen8gb-ram512gb-ssd156-fhdwin-11-i128910933.html,69990.0,85000.0,0.0,Black,Acer,Aspire 5 Core ,i5 13th Gen,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-rog-strix-g18-2023-g814ji-core-i9-13980hx-rtx-4070-16gb-ram-1tb-ssd-18-wqxga-165hz-display-i128025738.html,344298.0,344298.0,0.0,Black,Asus,ROG Strix G18 2023 G814JI Core ,i9,16GB RAM,Unknown
https://www.daraz.com.np/products/asus-expertbook-flip-i7-12th-gen-16gb-ram-512gb-ssd-14-fhd-x360-touch-display-backlit-kb-stylus-pen-i129041144.html,111000.0,111000.0,0.0,Dark Grey,Asus,Expertbook Flip ,i7 12th Gen,16GB RAM,512GB SSD
https://www.daraz.com.np/products/hp-15s-ryzen-5-5500u-8-gb-ram-512-gb-ssd-156-inch-display-ote-i123094700.html,75000.0,80000.0,0.0,Silver,HP,15s Ryzen 5,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-inspiron-7405-ryzen-5-4500u-8gb-ram-256-gb-ssd-14-fhd-touch-display-2-in-1-convertible-laptop-i119723912.html,95000.0,95000.0,0.0,Black,Dell,Inspiron 7405,Unknown,8GB RAM,Unknown
https://www.daraz.com.np/products/hp-14-dq-i3-11th-gen-4gb-ram-256gb-ssd-14-displayhp-14-laptopcore-i3-11th-gen-4gb-ram256-gb-ssd14-fhdwin-10best-laptops-for-students-i110315788.html,65000.0,65000.0,0.0,Silver,HP,14 DQ ,i3,4GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-5470-laptop-intel-celeron-processor-8-gb-ram-256-gb-ssd-14-inch-display-ote-i128359304.html,45000.0,45000.0,0.0,Black,Dell,5470 Laptop Intel Celeron Processor 8 GB RAM,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/dell-vostro-3520-i5-12th-gen-8gb-ram-256gb-ssd-156-120hz-fhd-black-i135851575.html,61500.0,61500.0,0.0,Black,Dell,Vostro 3520 ,i5 12th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-ip-slim-3-core-i5-13th-gen-13420h-8gb-ddr-5-ram512-gb-ssd156-fhdwin-11-i128896765.html,71990.0,92990.0,0.0,Black,Lenovo,IP Slim 3 Core ,i5 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-3-14itl6-i115065222.html,70000.0,70000.0,0.0,Silver,Lenovo,IdeaPad 3,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-s-16-oledma-intel-core-ultra-9-185h-processor-16gb-1tb-gen-4-ssd-16-32k-oled-rgb-keyboard-type-c-2-years-international-warranty-i132845765.html,198000.0,198000.0,0.0,Silver,Asus,Vivobook S 16 OLED,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-flex-5-142in1-ryzen-7-4700u16512-i118182515.html,108000.0,108000.0,0.0,Silver,LENOVO,2IN1 RYZEN 7,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-nitro-v-15-intel-core-i7-13th-gen-13620h-16gb-ddr5-ram-512gb-nvme-ssd-nvidia-rtx-4050-6gb-graphics-156-fhd-144hz-display-backlit-keyboard-black-i128521008.html,139999.0,155000.0,0.0,Black,Acer,Nitro V 15 Intel Core ,i7 13th Gen,Unknown,Unknown
https://www.daraz.com.np/products/hp-envy-x360core-5-120u-14th-gen-8gb-ram-512gb-ssd-14fhd-360-touch-backlit-keyboard-win-11-i146505312.html,97499.0,109990.0,0.0,Silver,HP,Core 5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/asus-zenbook-14-r7-7730u-16gb-512gb-ssd-i138180861.html,123999.0,123999.0,0.0,Blue,Asus,Zenbook 14 R7,Unknown,Unknown,512GB SSD
https://www.daraz.com.np/products/asus-vivobook-f415ea-i5-11th-gen-8gb-ram-256gb-ssd-14-fhd-display-i128234564.html,80000.0,80000.0,0.0,Multicolor,Asus,Vivobook F415Ea ,i5 11th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/acer-aspire-5-ryzen-7-5700u-8gb-ram-512gb-nvme-ssd-156-fhd-ips-display-i129167122.html,78000.0,78000.0,0.0,Silver,Acer,Aspire 5,Unknown,8GB RAM,Unknown
https://www.daraz.com.np/products/dell-inspiron-15-3530-i3-1305u-8gb-ram-512-gb-ssd-intel-uhd-fhd-display-156-inch-black-i136667122.html,69999.0,80500.0,0.0,Black,DELL,INSPIRON 15 3530,i3,8GB RAM,Unknown
https://www.daraz.com.np/products/acer-nitro-v-15-i5-13420h-13th-gen-16gb-ddr5-512gb-ssd-rtx-3050-6gb-156-fhd-144hz-fingerprint-reader-backlite-keyboard-i145427268.html,114000.0,114000.0,0.0,Black,Acer,Nitro V 15 ,i5,Unknown,512GB SSD
https://www.daraz.com.np/products/hp-pavilion-laptop-15-eh1066au-49n15pa-8-gb-ram-2-x-4-gb-512-gb-ssd-156-i128240340.html,90000.0,90000.0,0.0,Silver,HP,Pavilion Laptop 15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-swift-go-14-core-core-i7-1355u-13th-gen-16-gb-ram-512gb-ssd14-ips-touchbacklit-keyboard-win-11-i134757036.html,125990.0,145990.0,0.0,Pure Silver,Acer,Swift GO 14 Core Core ,i7,Unknown,512GB SSD
https://www.daraz.com.np/products/acer-swift-x14-fhd-ryzen-5-5500unvidia-gtx-16508gb-ram-512gb-ssd-i123212797.html,98500.0,98500.0,0.0,Silver,Acer,Swift X/14″,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/dell-vostro-3400-i3-11th-gen-8gb-ram-256gb-ssd-14-inch-display-laptop-i128049529.html,48999.0,63000.0,0.0,Black,Dell,Vostro 3400 ,i3 11th Gen,8GB RAM,256GB SSD
https://www.daraz.com.np/products/dell-xps-15-9530-i9-13900h-32gb-1tb-ssd-nvidia-rtx-4060-8gb-backlit-keyboard-touch-35k-office-2-years-warranty-i128948045.html,464000.0,464000.0,0.0,White,Dell,XPS 15 9530,i9,Unknown,Unknown
https://www.daraz.com.np/products/asus-zenbook-14x-oled-q410-i5-13500h-8gb-ram-512gb-ssd-145-24k-120hz-display-i129730546.html,99998.0,105000.0,0.0,Multicolor,Asus,Zenbook 14X OLED Q410 I5,Unknown,8GB RAM,512GB SSD
https://www.daraz.com.np/products/apple-macbook-air-m1-8gb-unified-memery-256gb-storage-i135656793.html,116500.0,124000.0,0.0,Space Grey,Apple,Macbook Air ,M1,Unknown,Unknown
https://www.daraz.com.np/products/lenovo-ideapad-3-core-i3-1115g4-8gb-ram-256gb-ssd-14-fhd-i123703247.html,53999.0,62000.0,0.0,Multicolor,Lenovo, Core ,i3,8GB RAM,256GB SSD
https://www.daraz.com.np/products/lenovo-v14-g2-itl-82ka00knus-14-notebook-full-hd-1920-x-1080-intel-core-i5-11th-gen-i5-1135g7-quad-core-4-core-240-ghz-8-gb-ram-256-gb-ssd-black-i118133880.html,71999.0,71999.0,0.0,Black,Lenovo, Notebook,i5 11th Gen,Unknown,Unknown
https://www.daraz.com.np/products/hp-pavilion-laptop-15-eh1066au-49n15pa-8-gb-ram-2-x-4-gb-512-gb-ssd-156-i125216490.html,85000.0,85000.0,0.0,Blue,HP,Pavilion Laptop 15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-shadow-15-intel-core-i7-13620h-rtx-4060-8gb-graphics-16gb-ddr5-ram-1tb-nvme-gen-4-ssd-156-fhd-165hz-display-rgb-backlit-keyboard-black-i150024168.html,159999.0,195000.0,0.0,Black,Acer,Shadow 15 Intel Core ,i7,Unknown,Unknown
https://www.daraz.com.np/products/asus-vivobook-15-e510ma-intel-celeron-n4020-156-fhd-laptop-4256gb-i127834584.html,45000.0,45000.0,0.0,Black,Asus,Vivobook 15,Unknown,Unknown,Unknown
https://www.daraz.com.np/products/acer-aspire-5-i7-13th-gen-1355u-2023-8gb-ddr5-ram-512gb-nvme-ssd-156-fhd-display-iris-xe-graphics-steel-grey-i128839907.html,99999.0,115000.0,0.0,Black,Acer,Aspire 5 ,i7 13th Gen,Unknown,Unknown
